url,url_length,dot_count,has_at,special_char_count,entropy,suspicious_keywords,subdomain_length,is_free_hosting,has_hyphen,is_ip,evalUsageCount,fetchCount,xhrCount,wsCount,scriptInjectionCount,eventListenerCount,domMutationCount,attributeMutationCount,pageLoadTime,memoryUsed,label
https://davids-salon.com,24,1,0,1,3.5,0,0,0,1,0,0,1,0,0,0,38,0,0,6314,10000000,0
https://bit.ly/4i47huL,22,1,0,0,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,6448,10000000,1
https://cardinalbags.gr,23,1,0,0,3.323231429,0,0,0,0,0,0,3,3,0,22,959,18,224,7799,31200000,0
https://miclaro.com.gt,22,2,0,0,3.235926351,0,7,0,0,0,0,0,0,0,0,149,35,41,6815,16100000,0
http://43.153.207.103/InteractiveLogin?amp;continue=https://accounts.google.com/?&amp;followup=https://accounts.google.com/?&amp;xrealip=35.203.252.146&amp;passive=1209600&amp;xrealip=185.194.93.13&amp;ifkv=AQMjQ7Qmt8Lpia3ng67xk6xkFBrX56POW9vhpTBA4tuUFo15Np0U_ykjEJPoOEynkfDvxt1Izj2JGw,285,3,0,17,2.842370993,2,6,0,0,1,0,0,0,0,0,0,0,0,6110,10000000,1
https://kasino-joy.ru,21,1,0,1,3.546593564,0,0,0,1,0,0,0,0,0,0,2,0,0,6106,10000000,0
https://bit.ly/3zJAkCo,22,1,0,0,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,6083,10000000,1
https://docs.google.com/presentation/d/e/2PACX-1vS1A6upDi9fQYJnbg9fwp5kBriB_8wTjnu1_8WRyNQlsWFTNOSTVCyVxp_c4BmQX7uFuARtFuJ6BjqG/pub?start=true&amp;loop=true&amp;delayms=60000&amp;slide=id.p,189,2,0,11,2.973557262,0,4,0,0,0,0,1,0,0,2,379,0,0,6388,10000000,1
https://richard.at,18,1,0,0,2.921928095,0,0,0,0,0,0,0,0,0,0,39,4,0,6036,10000000,0
https://q-r.to/bfVx4e,21,1,0,1,2.584962501,0,0,0,1,0,0,0,0,0,0,0,0,0,6069,10000000,1
https://gravatar.com/inquisitivelycollectore2292b44d5,53,1,0,0,3.022055209,0,0,0,0,0,0,1,0,0,3,31,4,0,6325,10000000,1
https://remotemouse.net,23,1,0,0,2.973557262,0,0,0,0,0,0,1,2,0,7,162,0,1,6725,12700000,0
http://quickfixprotocol.rf.gd/o/,32,2,0,0,3.788754914,0,16,0,0,0,0,0,0,0,0,10,0,0,9176,10000000,1
http://centro777.com,20,1,0,0,3.026986833,0,0,0,0,0,0,0,0,0,0,0,0,0,6136,10000000,0
http://audiencearchitect.guru,29,1,0,0,3.447401505,0,0,0,0,0,0,0,0,0,0,0,0,0,6138,10000000,0
https://tripadvisor.co.za,25,2,0,0,3.499227547,0,11,0,0,0,0,0,0,0,0,2,0,0,6972,10000000,0
https://new.express.adobe.com/webpage/Xx4lKeGFNs7kV,51,3,0,0,3.594465637,0,11,0,0,0,0,17,4,0,309,961,13,0,9431,199000000,1
https://jpressonline.com,24,1,0,0,3.5,0,0,0,0,0,0,9,0,0,17,444,26,0,8125,26000000,0
http://cakeotv.org,18,1,0,0,3.277613437,0,0,0,0,0,0,0,0,0,0,0,0,0,6146,10000000,0
https://vp-top-games.com,24,1,0,2,3.5,0,0,0,1,0,3,0,1,0,2,8,0,3,3510,32345604,0
https://typewolf.com,20,1,0,0,3.418295834,0,0,0,0,0,0,0,0,0,0,0,0,0,7895,10000000,0
http://oppa89124.com,20,1,0,0,3.39274741,0,0,0,0,0,0,0,0,0,0,0,0,0,6117,10000000,0
https://iban.com,16,1,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,182,6286,10000000,0
http://dobruska.cz,18,1,0,0,3.459431619,0,0,0,0,0,0,0,0,0,0,0,0,0,7242,10000000,0
https://docs.google.com/presentation/d/e/2PACX-1vQsMAtYxKRjicnPlnxnx_gijU21p72bZh3tr2C55ybbU9BJOGfnlLcPT5GhI8sINxtrIJH2K8Pt4_Lt/pub?start=false&amp;loop=false&amp;delayms=3000,175,2,0,8,2.973557262,0,4,0,0,0,0,1,0,0,2,379,0,0,6431,10600000,1
https://equranacademy.com,25,1,0,0,3.4548224,0,0,0,0,0,0,1,2,0,5,219,0,0,8154,42100000,0
https://beintheknow.org,23,1,0,0,3.506890596,0,0,0,0,0,0,8,0,0,6,346,21,0,6769,12700000,0
https://747raffle.com,21,1,0,0,3.39274741,0,0,0,0,0,0,1,0,1,0,240,0,0,6612,24500000,0
https://tinyurl.com/32bkzcxv,28,1,0,0,3.459431619,0,0,0,0,0,0,1,1,0,3,46,86,0,8223,10000000,1
https://musicshab.ir,20,1,0,0,3.251629167,0,0,0,0,0,0,1,8,0,15,45,0,0,8849,10000000,0
https://bit.ly/4d2QQvK,22,1,0,0,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,6314,10000000,1
https://mydstny.fr,18,1,0,0,3.121928095,0,0,0,0,0,0,0,0,0,0,0,0,0,6194,10000000,0
https://dpd-polland.dreamhosters.com/dpd/cc.php,47,2,0,1,3.780394654,0,11,0,1,0,0,0,0,0,0,0,0,0,6519,10000000,1
https://tor2me.info,19,1,0,0,3.277613437,0,0,0,0,0,0,0,0,0,0,0,0,0,6177,10000000,0
https://orbim.in,16,1,0,0,2.75,0,0,0,0,0,0,0,1,0,0,21,0,0,6035,10000000,0
https://magnificat.tv,21,1,0,0,3.238901257,0,0,0,0,0,0,0,0,0,0,23,0,0,8241,17100000,0
https://trinityrep.com,22,1,0,0,3.378783493,0,0,0,0,0,35,4,1,0,22,460,0,0,7663,26000000,0
https://www.dropbox.com/scl/fi/ikeuoia3t2nqaamkrjjzb/Untitled.paper?rlkey=6s6mjh3cvs4dp4ndvhx2ud46e&st=xpn729gy&dl=0,116,2,0,5,3.139572262,0,3,0,0,0,0,1,1,0,31,78,162,0,6461,27600000,1
https://cotiaecia.com.br,24,2,0,0,3.202819531,0,9,0,0,0,0,5,25,0,12,110,5,0,8633,23100000,0
http://bohacloud.com,20,1,0,0,3.180832987,0,0,0,0,0,0,0,0,0,0,0,0,0,6027,10000000,0
http://echoesofbluemars.org,27,1,0,0,3.646439345,0,0,0,0,0,0,1,1,0,2,6,0,0,7064,10000000,0
http://dxmwx.org,16,1,0,0,2.947702779,0,0,0,0,0,1,1,1,0,0,16,0,0,7688,10000000,0
https://sbltbus.com,19,1,0,0,3.095795255,0,0,0,0,0,0,0,1,0,0,284,0,266,8675,10000000,0
https://metasource.com,22,1,0,0,3.235926351,0,0,0,0,0,5,1,2,0,9,79,0,0,7942,10000000,0
https://sec.co.uk,17,2,0,0,2.725480557,0,3,0,0,0,0,9,8,0,17,887,0,0,8104,23100000,0
http://soulbook.me,18,1,0,0,3.027169118,0,0,0,0,0,0,0,0,0,4,43,2,0,7503,19300000,0
http://wzyulong.com,19,1,0,0,3.418295834,0,0,0,0,0,0,1,0,0,1,20,0,0,8049,10000000,0
https://rozmusic.com,20,1,0,0,3.084962501,0,0,0,0,0,0,0,0,0,0,32,0,0,6442,10000000,0
https://docs.google.com/presentation/d/e/2PACX-1vS1bqPU8AVvDHRa8dWB2D-HBD-YsCWBHw-gsREuSo9SYMXjry4cIJ-g0KWSLCsvk_e2IG60Qk9aSMtr/pub?start=false&amp;loop=false&amp;delayms=3000,175,2,0,12,2.973557262,0,4,0,0,0,0,1,0,0,2,379,0,0,6404,10000000,1
http://asiaexchange.io,22,1,0,0,3.323231429,0,0,0,0,0,0,0,0,0,0,0,0,0,6033,10000000,0
https://stockphotocoupon.com,28,1,0,0,3.10869497,0,0,0,0,0,0,0,0,0,0,3,0,0,8944,10000000,0
https://bounty-casino.com,25,1,0,1,3.572469459,0,0,0,1,0,0,2,0,2,6,243,1,0,8515,29400000,0
https://lilit.co.il,19,2,0,0,2.413088436,0,5,0,0,0,33,3,4,0,24,1282,4,558,9707,39600000,0
https://docs.google.com/presentation/d/e/2PACX-1vSTnB1Fok2xGsQPcnxaI0uZYZ20IK9SywKa2lFN7XpLGqLTdP4i6jAj9gBpe0WdzfZAzcVysEh172k0/pub?start=false&amp;loop=false&amp;delayms=3000,175,2,0,8,2.973557262,0,4,0,0,0,0,1,0,0,2,379,0,0,6431,11900000,1
http://www.ponostonehawaii.com/,31,2,0,0,3.480083695,0,3,0,0,0,0,0,0,0,0,18,0,0,7429,10000000,1
https://bit.ly/4gC5sUP,22,1,0,0,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,6344,10000000,1
http://hebwwyjs.cn,18,1,0,0,3.277613437,0,0,0,0,0,0,0,0,0,0,0,0,0,6032,10000000,0
https://rpp.pe/noticias/prestamos,33,1,0,0,1.79248125,0,0,0,0,0,4,16,7,0,44,229,37,10,7733,26000000,1
https://docs.google.com/presentation/d/e/2PACX-1vSWVS4RR8I-cc-JzQvDVigNrwuVC9Qo-cnjK5xMM_DrkjWB8Qeg9e1pnj20jfKo_PdEMDgQ6u9naIFD/pub?start=false&amp;loop=false&amp;delayms=3000,175,2,0,11,2.973557262,0,4,0,0,0,0,1,0,0,2,379,0,0,6564,10600000,1
https://docs.google.com/presentation/d/e/2PACX-1vSRbuu-z1dKdafA2kASlD_YgWS-HzNmdRJRiO6cWtWO61Ea2FZuunM1pzKbqc-2TN3dSe3zCZdhykvk/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,190,2,0,14,2.973557262,0,4,0,0,0,0,1,0,0,2,379,0,0,6233,10600000,1
https://tinyurl.com/ysjrru82,28,1,0,0,3.459431619,0,0,0,0,0,0,1,1,0,0,38,90,0,6540,10000000,1
http://acemsa1.com,18,1,0,0,2.913977073,0,0,0,0,0,0,5,4,0,16,99,0,16,8151,13400000,0
https://docs.google.com/presentation/d/e/2PACX-1vTSV0oTz8JhIP8JGM89tjuTcEJe-Ue5lWRDi_6EPy0vanuk-8CiSy2MQeoiOfo4klgBSo9TSCGY5jqU/pub?start=false&loop=false&delayms=3000&slide=id.p,178,2,0,10,2.973557262,0,4,0,0,0,0,1,0,0,2,379,0,0,6425,11900000,1
https://denewpolmoq.web.app/,28,2,0,0,3.431623566,0,11,0,0,0,0,0,0,0,0,0,0,0,6033,614101,1
https://topmarks.co.uk,22,2,0,0,3.378783493,0,8,0,0,0,0,0,3,0,3,87,13,0,7543,18200000,0
https://slavicsac.com,21,1,0,0,3.026986833,0,0,0,0,0,0,1,4,0,9,291,12,0,6683,76600000,0
http://thuthoock.net,20,1,0,0,3.026986833,0,0,0,0,0,0,0,0,0,0,0,0,0,6029,10000000,0
https://qrco.de/bfNkON,22,1,0,0,2.807354922,0,0,0,0,0,0,0,0,0,1,2,0,0,6450,10000000,1
https://vacancyform.com,23,1,0,0,3.189898095,0,0,0,0,0,0,0,0,0,0,12,0,0,6613,10000000,0
https://mandarinoriental.com,28,1,0,0,3.446439345,0,0,0,0,0,2,5,3,0,14,127,0,0,6328,10000000,0
http://intersystemschile.cl,27,1,0,0,3.446439345,0,0,0,0,0,0,5,2,0,2,194,0,0,6859,10000000,0
https://recetascaseras.online,29,1,0,0,3.272804327,0,0,0,0,0,0,1,0,0,0,31,0,0,6256,10000000,0
https://plusierufraichegolding.firebaseapp.com/,47,2,0,0,4.030436395,0,22,0,0,0,0,0,0,0,0,0,0,0,6020,614101,1
https://l.ead.me/bfInzq,23,2,0,0,2.5,0,1,0,0,0,0,0,0,0,1,2,0,0,6335,10000000,1
https://tinyurl.com/5yyj22nb,28,1,0,0,3.459431619,0,0,0,0,0,0,1,1,0,3,47,84,0,6258,10000000,1
http://tangalooma.com,21,1,0,0,2.985228136,0,0,0,0,0,0,0,0,0,0,0,2515,222,1201,16100000,0
https://sudrf.ru,16,1,0,0,2.5,0,0,0,0,0,0,0,1,0,0,14,0,0,7846,10000000,0
https://zpr.io/CHQncdeC8gux,27,1,0,0,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,8398,10000000,1
https://joblift.com,19,1,0,0,3.277613437,0,0,0,0,0,0,1,5,0,38,208,0,0,11060,50400000,0
http://vesohomnay.shop,22,1,0,0,3.323231429,0,0,0,0,0,0,0,0,0,0,0,0,0,6774,10000000,0
https://fnanen.com,18,1,0,0,2.846439345,0,0,0,0,0,7,38,4,0,17,89,37,2,13421,10000000,0
https://alasu.edu,17,1,0,0,2.725480557,0,0,0,0,0,0,10,1,0,13,254,0,9,17330,27600000,0
https://prokuror-eao.ru,23,1,0,1,2.923231429,0,0,0,1,0,0,0,0,0,0,2,0,0,6022,10000000,0
https://pub-7a1704c9f7c44342a7eb58c0a9c472df.r2.dev/payslip-confirmation-23.html,80,2,0,3,4.153496012,0,36,0,1,0,0,0,0,0,0,0,0,0,6302,10000000,1
https://qrco.de/bfROTM,22,1,0,0,2.807354922,0,0,0,0,0,0,0,0,0,1,2,0,0,6727,10000000,1
https://veganuary.com,21,1,0,0,3.546593564,0,0,0,0,0,0,0,2,0,2,72,3,0,6525,10000000,0
https://docs.google.com/presentation/d/e/2PACX-1vST5soeril9fsEwMSAKypqkwbuTr4j_EzBMKpKtCDDMWAhpccCYen43oWhxjW2JMClO3mc5wrPKKuQL/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,190,2,0,11,2.973557262,0,4,0,0,0,0,1,0,0,2,379,0,0,7235,11200000,1
https://bitdefender.com,23,1,0,0,3.456564762,0,0,0,0,0,6,6,0,0,7,82,119,0,7468,11900000,0
http://joginreactivation23.hstn.me/,35,2,0,0,3.930270372,0,19,0,0,0,0,0,0,0,0,0,0,0,6145,10000000,1
https://loopring.org,20,1,0,0,2.855388542,0,0,0,0,0,0,1,0,0,0,70,0,0,6267,10000000,0
https://tinyurl.com/2p8y7npx,28,1,0,0,3.459431619,0,0,0,0,0,0,1,1,0,0,38,90,0,6158,10000000,1
https://mydzoywin.com,21,1,0,0,3.238901257,0,0,0,0,0,0,1,0,0,0,0,9,0,6023,10000000,0
https://707jili.co,18,1,0,0,2.921928095,0,0,0,0,0,0,1,2,0,2,37,76,3,6340,24500000,0
https://autoescuelaindurain.es,30,1,0,0,3.538310596,0,0,0,0,0,1,1,1,0,3,201,0,0,7528,37300000,0
http://raynox.co.jp,19,2,0,0,3.251629167,0,6,0,0,0,0,0,0,0,0,0,175,0,4567,10000000,0
https://orcasonline.com,23,1,0,0,3.323231429,0,0,0,0,0,0,1,0,0,3,906,0,217,7109,10000000,0
https://bradfordtaxinstitute.com,32,1,0,0,3.834962501,0,0,0,0,0,0,1,3,0,25,91,0,0,7105,11200000,0
https://lifeisaparty.ca,23,1,0,0,3.456564762,0,0,0,0,0,0,5,4,0,10,75,2,20,6522,33100000,0
http://easysmmpanel.com,23,1,0,0,3.327819531,0,0,0,0,0,0,0,0,0,0,0,0,0,6041,10000000,0
http://winpay168.com,20,1,0,0,3.700439718,0,0,0,0,0,0,0,0,0,0,0,0,0,6036,10000000,0
https://qrco.de/bfkIay?gOM=MgC1dpRqzT,37,1,0,1,2.807354922,0,0,0,0,0,0,0,0,0,4,3,0,0,6345,10000000,1
http://xn--80ahdnaq1cd.xn--p1ai,31,1,0,4,3.605388542,0,0,0,1,0,0,0,1,0,0,24,0,0,6266,10000000,0
http://bajumotif.site,21,1,0,0,3.521640636,0,0,0,0,0,0,0,0,0,0,0,0,0,6453,10000000,0
https://horizoom-panel.de,25,1,0,1,3.690116518,0,0,0,1,0,5,0,0,0,4,281,0,0,8074,15200000,0
https://vk.cc,13,1,0,0,1.921928095,0,0,0,0,0,0,15,0,0,32,695,5,0,8793,91700000,0
https://iosgods.com,19,1,0,0,2.845350937,0,0,0,0,0,0,1,1,0,1,292,4,1,6924,19300000,0
https://hlgdata.com,19,1,0,0,3.277613437,0,0,0,0,0,0,0,0,0,0,0,0,0,8480,10000000,0
https://checkbca.org,20,1,0,0,3.188721876,0,0,0,0,0,1,3,3,0,14,109,1,0,9732,17100000,0
https://pleasantholidays.com,28,1,0,0,3.78418372,0,0,0,0,0,1,2,10,0,21,278,137,0,8594,35100000,0
http://optikgeneral.com/Webmail/29/Webmail/webmail.php,54,1,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,6211,10000000,1
https://docs.google.com/presentation/d/e/2PACX-1vTEtDGxWhLS6jnV43_o0So6FQQeQSkUJrM2rAVc8gM43uOUVDRKfI_N_Q1bOZspTyKqaZvuSc-D7sVk/pub?start=false&amp;loop=false&amp;delayms=3000,175,2,0,9,2.973557262,0,4,0,0,0,0,1,0,0,2,379,0,0,6606,10600000,1
https://www.dropbox.com/l/scl/AABTz3htcbkgWjgcfDxgTY4tNoI_EbT5xc8,65,2,0,0,3.139572262,0,3,0,0,0,0,6,13,0,106,1277,0,0,9513,53500000,1
http://0123401234.com,21,1,0,0,3.093069208,0,0,0,0,0,0,0,0,0,1,0,0,0,6541,10000000,0
http://reifenfrauen.org,23,1,0,0,3.155639062,0,0,0,0,0,0,0,0,0,0,0,0,0,6026,10000000,0
https://q-r.to/bfE906,21,1,0,1,2.584962501,0,0,0,1,0,0,0,0,0,0,0,0,0,6182,10000000,1
https://bellarose.cz,20,1,0,0,3.251629167,0,0,0,0,0,0,3,2,0,10,445,2,7,7273,19300000,0
https://shyftoff.com,20,1,0,0,3.022055209,0,0,0,0,0,0,4,7,0,18,161,2,0,7963,37300000,0
http://central-servicos.paginas.email/areadocliente/?,53,2,0,1,3.831401845,0,16,0,1,0,0,0,0,0,0,0,0,0,6031,10000000,1
https://qrco.de/bfeYdf,22,1,0,0,2.807354922,0,0,0,0,0,0,0,0,0,0,0,0,0,6151,10000000,1
http://tinyurl.com/29cdr86p,27,1,0,0,3.459431619,0,0,0,0,0,0,1,1,0,0,38,91,0,6026,10000000,1
https://aonbenfield.com,23,1,0,0,3.506890596,0,0,0,0,0,32,11,30,0,44,5199,54,0,9591,42100000,0
https://l.ead.me/bfMQPC,23,2,0,0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0,6114,10000000,1
https://tetakawi.com,20,1,0,0,3.251629167,0,0,0,0,0,0,1,1,0,6,138,32,0,7295,24500000,0
https://docs.google.com/presentation/d/e/2PACX-1vT3E05WHrOjXQPg8AJkiC9zMywst2Rhg2EOC9D1XdkB1l4NlkIoVvV4grIj6bey5JN5lAXMFwm-1DMb/pub?start=false&amp;loop=false&amp;delayms=3000,175,2,0,9,2.973557262,0,4,0,0,0,0,1,0,0,2,379,0,0,6697,10000000,1
https://financeads.net,22,1,0,0,3.182005815,0,0,0,0,0,0,0,0,0,0,171,0,24,7865,10000000,0
http://manilaplay.win,21,1,0,0,3.039148672,0,0,0,0,0,0,0,0,0,0,0,0,0,6025,10000000,0
https://unifans.io,18,1,0,0,2.921928095,0,0,0,0,0,1,5,0,0,13,101,0,6,7075,11900000,0
https://ipfs.best-practice.se/ipfs/bafybeiardsa5er7hxrjr74j6khdgikhmxomx5hrwldrefftslvh72a3rai/12admadwetransfredirect.html,123,2,0,1,3.463280518,0,4,0,1,0,0,0,0,0,0,0,0,0,6019,10000000,1
https://coccodrillo.eu,22,1,0,0,2.985228136,0,0,0,0,0,0,11,0,0,7,250,117,27,6085,47400000,0
https://electronicexpress.com,29,1,0,0,3.499227542,0,0,0,0,0,9,11,3,0,38,3039,1,72,8551,35100000,0
http://vintogel219.com,22,1,0,0,3.773557262,0,0,0,0,0,0,0,0,0,0,0,0,0,6028,10000000,0
https://t.co/yAlrd71T5F,23,1,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,6013,10000000,1
https://sendurl.me,18,1,0,0,3.121928095,0,0,0,0,0,0,0,0,0,0,11,0,0,6011,10000000,0
https://brentonicoski.com,25,1,0,0,3.4548224,0,0,0,0,0,0,1,4,0,8,217,2,0,6895,17100000,0
https://grouphe.ru,18,1,0,0,2.921928095,0,0,0,0,0,1,3,2,0,7,1898,11,21,7323,81400000,0
https://bit.ly/3S8LHds,22,1,0,0,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,6122,10000000,1
https://bit.ly/3LlHjE9,22,1,0,0,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,6122,10000000,1
https://eprawko.eu,18,1,0,0,3.121928095,0,0,0,0,0,1,1,3,0,6,91,0,0,9178,10000000,0
https://hubtran.com,19,1,0,0,3.459431619,0,0,0,0,0,0,3,2,0,2,59,5,0,6090,39600000,0
https://qrco.de/bfwhbi,22,1,0,0,2.807354922,0,0,0,0,0,0,0,0,0,4,3,0,0,6162,10000000,1
https://l.ead.me/bfD85k,23,2,0,0,2.5,0,1,0,0,0,0,0,0,0,1,2,0,0,6495,10000000,1
http://housewarming.work,24,1,0,0,3.734521665,0,0,0,0,0,0,0,0,0,0,0,0,0,6018,10000000,0
https://metroactive.com,23,1,0,0,3.240223929,0,0,0,0,0,3,18,6,0,39,326,7,10,10228,39600000,0
https://l.ead.me/bfQMyA,23,2,0,0,2.5,0,1,0,0,0,0,0,0,0,1,2,0,0,6372,10000000,1
https://dcomm.net.ua,20,2,0,0,3.251629167,0,5,0,0,0,0,0,0,0,0,13,0,0,6513,10000000,0
https://lb.benchmarkemail.com/listbuilder/signupnew?IkfHTmyPVq%252FDx1yqL7nVov5pwVnAjsSImnQUrhOn56PtO5iNRn8gS049TyW7spdJ,120,2,0,1,3.594465637,0,2,0,0,0,0,0,0,0,0,0,0,0,6016,10000000,1
https://forms.gle/DYPvv39PBG6FAytKA,35,1,0,0,3.169925001,0,0,0,0,0,0,0,0,0,2,70,17,0,6099,13400000,1
https://americaoutloud.news,27,1,0,0,3.826874882,0,0,0,0,0,5,0,2,0,2,32,1,0,7243,19887717,0
https://corporatecomm.com,25,1,0,0,2.939829017,0,0,0,0,0,0,3,2,0,14,184,0,0,8306,17100000,0
https://newmobility.com,23,1,0,0,3.506890596,0,0,0,0,0,0,4,1,0,14,823,7,0,6713,44700000,0
https://ymuc63gdgz.ru,21,1,0,0,3.39274741,0,0,0,0,0,0,0,0,0,0,0,0,0,6017,10000000,0
https://codeinside.ru,21,1,0,0,3.238901257,0,0,0,0,0,0,4,0,0,2,2034,18,29,6664,50400000,0
https://linkcertificacao.com.br,31,2,0,0,3.621175543,0,16,0,0,0,0,1,2,0,16,70,0,0,6700,18200000,0
https://arauco.com,18,1,0,0,2.721928095,0,0,0,0,0,0,3,4,0,14,352,0,0,7240,44700000,0
https://ajebomarket.com,23,1,0,0,3.373557262,0,0,0,0,0,0,3,1,0,11,195,22,0,7154,16100000,0
https://altium.com,18,1,0,0,3.121928095,0,0,0,0,0,21,6,9,0,18,136,25,0,6141,24500000,0
https://eastview.com,20,1,0,0,3.418295834,0,0,0,0,0,0,1,0,0,3,61,0,0,6523,10000000,0
https://self-titledmag.com,26,1,0,1,3.725480557,0,0,0,1,0,0,1,2,0,5,84,6,0,6189,12700000,0
https://pentar.ru,17,1,0,0,2.947702779,0,0,0,0,0,4,0,1,0,9,78,0,6,12874,12700000,0
https://sites.google.com/view/oihcucufdpoi/home?authuser=7,58,2,0,1,3.202819531,0,5,0,0,0,0,0,0,0,0,9,0,0,6063,10000000,1
https://buffy.co,16,1,0,0,2.75,0,0,0,0,0,5,42,10,0,64,3366,34,64,7999,10000000,0
http://frontiniterrana.com/ardepb6nmvjl,39,1,0,0,3.326360408,0,0,0,0,0,0,0,0,0,0,0,0,0,6060,10000000,1
https://easyasdns.com,21,1,0,0,3.180832987,0,0,0,0,0,0,0,0,0,0,0,0,0,6027,10000000,0
http://monkeytohot.biz,22,1,0,0,3.456564762,0,0,0,0,0,0,0,0,0,0,0,0,0,6018,10000000,0
https://metafb-5xp3o0v.web.app/,31,2,0,1,3.879664005,0,14,0,1,0,0,0,0,0,0,0,0,0,6019,614101,1
https://bit.ly/4cEz2Xo,22,1,0,0,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,6123,10000000,1
https://docs.google.com/presentation/d/1BMFEBHzFT1JjJn7Z7Q7JFiyUXqV4JikiDNc7JdB7IG4/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,146,2,0,10,2.973557262,0,4,0,0,0,0,1,0,0,2,379,0,0,6255,10000000,1
http://ertatekstil.com.tr,25,2,0,0,3.392147224,0,11,0,0,0,0,0,0,0,0,0,0,0,6514,10000000,0
http://ecoinformatics.org,25,1,0,0,3.572431251,0,0,0,0,0,0,0,0,0,0,0,0,0,7156,10000000,0
http://establishedmen.com,25,1,0,0,3.683542362,0,0,0,0,0,0,0,0,0,0,0,0,0,6019,10000000,0
https://freesmfhosting.com,26,1,0,0,3.614369446,0,0,0,0,0,0,0,0,0,0,0,0,0,6171,10000000,0
http://naghmat.mobi,19,1,0,0,3.251629167,0,0,0,0,0,0,0,0,0,0,0,0,0,6032,10000000,0
http://marupyara.com,20,1,0,0,3.026986833,0,0,0,0,0,0,0,0,0,0,0,0,0,6020,10000000,0
https://specificfeeds.com,25,1,0,0,3.175123135,0,0,0,0,0,0,2,1,1,3,387,5,0,6907,26225389,0
https://all4.io,15,1,0,0,2.521640636,0,0,0,0,0,0,0,0,0,0,36,0,0,7720,10000000,0
https://bigelectric.co.il,25,2,0,0,3.175123135,0,11,0,0,0,0,3,3,0,18,449,2,259,7476,35100000,0
http://jnt777.cam,17,1,0,0,2.846439345,0,0,0,0,0,0,0,0,0,0,0,0,0,6058,10000000,0
https://www.dropbox.com/scl/fi/iic5btrkvumkc1sfzefxw/BT-VOICEMAIL-NOTIFICATION-..papert?rlkey=ij9heg0tddevqoek3q94lj8uh&dl=0,124,2,0,6,3.139572262,0,3,0,0,0,0,1,1,0,31,78,162,0,6315,27600000,1
